country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
India,2020-08-22,-56.0,-19.0,-55.0,-40.0,-34.0,15.0
India,2020-08-23,-61.0,-29.0,-57.0,-43.0,-14.0,11.0
India,2020-08-24,-45.0,-2.0,-48.0,-33.0,-28.0,12.0
India,2020-08-25,-45.0,-4.0,-48.0,-33.0,-29.0,12.0
India,2020-08-26,-46.0,-4.0,-50.0,-32.0,-26.0,12.0
India,2020-08-27,-48.0,-10.0,-49.0,-36.0,-29.0,13.0
India,2020-08-28,-46.0,-3.0,-48.0,-33.0,-27.0,13.0
India,2020-08-29,-52.0,-13.0,-52.0,-36.0,-22.0,12.0
India,2020-08-30,-58.0,-24.0,-54.0,-40.0,-12.0,11.0
India,2020-08-31,-45.0,-7.0,-47.0,-35.0,-31.0,13.0
India,2020-09-01,-44.0,-3.0,-45.0,-32.0,-32.0,12.0
India,2020-09-02,-44.0,-3.0,-48.0,-31.0,-27.0,12.0
India,2020-09-03,-44.0,-4.0,-47.0,-33.0,-28.0,13.0
India,2020-09-04,-43.0,0.0,-47.0,-31.0,-27.0,13.0
India,2020-09-05,-46.0,-5.0,-49.0,-31.0,-18.0,11.0
India,2020-09-06,-51.0,-14.0,-51.0,-33.0,-11.0,10.0
India,2020-09-07,-43.0,-5.0,-47.0,-34.0,-30.0,13.0
India,2020-09-08,-42.0,1.0,-44.0,-29.0,-29.0,11.0
India,2020-09-09,-43.0,-2.0,-46.0,-29.0,-26.0,12.0
India,2020-09-10,-43.0,-3.0,-45.0,-30.0,-28.0,12.0
India,2020-09-11,-43.0,-8.0,-47.0,-34.0,-30.0,14.0
India,2020-09-12,-42.0,-6.0,-48.0,-31.0,-23.0,12.0
India,2020-09-13,-46.0,-13.0,-49.0,-31.0,-9.0,10.0
India,2020-09-14,-38.0,-3.0,-44.0,-31.0,-26.0,13.0
India,2020-09-15,-39.0,-3.0,-44.0,-30.0,-28.0,13.0
India,2020-09-16,-38.0,-1.0,-45.0,-28.0,-25.0,13.0
India,2020-09-17,-39.0,-10.0,-45.0,-34.0,-30.0,15.0
India,2020-09-18,-38.0,-3.0,-45.0,-31.0,-26.0,15.0
India,2020-09-19,-40.0,-7.0,-47.0,-30.0,-17.0,13.0
India,2020-09-20,-44.0,-13.0,-48.0,-31.0,-6.0,11.0
India,2020-09-21,-36.0,-5.0,-43.0,-31.0,-27.0,14.0
India,2020-09-22,-39.0,-4.0,-42.0,-29.0,-28.0,15.0
India,2020-09-23,-41.0,-5.0,-44.0,-28.0,-27.0,16.0
India,2020-09-24,-41.0,-5.0,-42.0,-28.0,-27.0,17.0
India,2020-09-25,-43.0,-5.0,-44.0,-29.0,-27.0,18.0
India,2020-09-26,-43.0,-5.0,-44.0,-27.0,-19.0,16.0
India,2020-09-27,-45.0,-10.0,-42.0,-25.0,-7.0,13.0
India,2020-09-28,-40.0,-2.0,-41.0,-28.0,-26.0,17.0
India,2020-09-29,-40.0,-2.0,-41.0,-26.0,-28.0,16.0
India,2020-09-30,-39.0,1.0,-45.0,-24.0,-27.0,14.0
India,2020-10-01,-39.0,2.0,-46.0,-24.0,-29.0,12.0
India,2020-10-02,-38.0,7.0,-44.0,-28.0,-47.0,16.0
India,2020-10-03,-40.0,1.0,-47.0,-24.0,-21.0,10.0
India,2020-10-04,-43.0,-4.0,-45.0,-23.0,-13.0,8.0
India,2020-10-05,-36.0,4.0,-44.0,-24.0,-29.0,11.0
India,2020-10-06,-36.0,4.0,-44.0,-23.0,-30.0,11.0
India,2020-10-07,-36.0,6.0,-45.0,-22.0,-26.0,11.0
India,2020-10-08,-36.0,5.0,-44.0,-24.0,-26.0,12.0
India,2020-10-09,-35.0,7.0,-43.0,-24.0,-24.0,13.0
India,2020-10-10,-38.0,2.0,-45.0,-25.0,-20.0,13.0
India,2020-10-11,-40.0,-2.0,-43.0,-23.0,-7.0,10.0
India,2020-10-12,-34.0,5.0,-42.0,-24.0,-25.0,13.0
India,2020-10-13,-35.0,4.0,-42.0,-24.0,-27.0,14.0
India,2020-10-14,-33.0,8.0,-43.0,-22.0,-24.0,13.0
India,2020-10-15,-32.0,9.0,-42.0,-21.0,-25.0,14.0
India,2020-10-16,-31.0,18.0,-41.0,-19.0,-23.0,14.0
India,2020-10-17,-36.0,8.0,-44.0,-20.0,-15.0,13.0
India,2020-10-18,-36.0,2.0,-41.0,-18.0,-4.0,10.0
India,2020-10-19,-31.0,10.0,-39.0,-20.0,-24.0,14.0
India,2020-10-20,-32.0,8.0,-40.0,-20.0,-26.0,13.0
India,2020-10-21,-29.0,11.0,-41.0,-18.0,-23.0,12.0
India,2020-10-22,-29.0,11.0,-39.0,-18.0,-25.0,11.0
India,2020-10-23,-28.0,18.0,-38.0,-16.0,-27.0,11.0
India,2020-10-24,-31.0,12.0,-38.0,-16.0,-24.0,10.0
India,2020-10-25,-34.0,3.0,-37.0,-15.0,-10.0,7.0
India,2020-10-26,-29.0,8.0,-34.0,-21.0,-37.0,11.0
India,2020-10-27,-29.0,9.0,-37.0,-18.0,-29.0,10.0
India,2020-10-28,-29.0,9.0,-40.0,-17.0,-25.0,10.0
India,2020-10-29,-29.0,7.0,-39.0,-19.0,-27.0,10.0
India,2020-10-30,-30.0,11.0,-40.0,-21.0,-32.0,13.0
India,2020-10-31,-34.0,3.0,-41.0,-21.0,-17.0,10.0
India,2020-11-01,-33.0,3.0,-39.0,-16.0,-5.0,8.0
India,2020-11-02,-28.0,10.0,-38.0,-19.0,-24.0,11.0
India,2020-11-03,-26.0,13.0,-37.0,-18.0,-27.0,11.0
India,2020-11-04,-28.0,10.0,-40.0,-19.0,-24.0,12.0
India,2020-11-05,-29.0,8.0,-38.0,-21.0,-24.0,11.0
India,2020-11-06,-29.0,12.0,-38.0,-20.0,-23.0,11.0
India,2020-11-07,-29.0,10.0,-38.0,-18.0,-13.0,10.0
India,2020-11-08,-29.0,8.0,-36.0,-15.0,-2.0,8.0
India,2020-11-09,-26.0,13.0,-36.0,-20.0,-24.0,11.0
India,2020-11-10,-24.0,15.0,-35.0,-18.0,-26.0,11.0
India,2020-11-11,-22.0,20.0,-36.0,-14.0,-22.0,10.0
India,2020-11-12,-18.0,28.0,-33.0,-12.0,-24.0,9.0
India,2020-11-13,-15.0,40.0,-31.0,-8.0,-29.0,10.0
India,2020-11-14,-34.0,11.0,-37.0,-23.0,-44.0,16.0
India,2020-11-15,-39.0,-9.0,-36.0,-23.0,-24.0,10.0
India,2020-11-16,-30.0,3.0,-29.0,-22.0,-48.0,12.0
India,2020-11-17,-28.0,9.0,-30.0,-17.0,-35.0,9.0
India,2020-11-18,-27.0,11.0,-32.0,-15.0,-29.0,9.0
India,2020-11-19,-27.0,11.0,-31.0,-16.0,-28.0,10.0
India,2020-11-20,-28.0,13.0,-31.0,-17.0,-29.0,11.0
India,2020-11-21,-31.0,6.0,-33.0,-17.0,-19.0,9.0
India,2020-11-22,-32.0,3.0,-32.0,-14.0,-9.0,7.0
India,2020-11-23,-27.0,11.0,-32.0,-18.0,-26.0,10.0
India,2020-11-24,-27.0,11.0,-32.0,-17.0,-28.0,10.0
India,2020-11-25,-28.0,9.0,-34.0,-17.0,-28.0,10.0
India,2020-11-26,-33.0,0.0,-35.0,-23.0,-31.0,12.0
India,2020-11-27,-29.0,11.0,-33.0,-18.0,-26.0,10.0
India,2020-11-28,-29.0,9.0,-34.0,-17.0,-17.0,9.0
India,2020-11-29,-31.0,4.0,-31.0,-14.0,-6.0,7.0
India,2020-11-30,-27.0,9.0,-29.0,-20.0,-34.0,11.0
India,2020-12-01,-26.0,11.0,-28.0,-15.0,-28.0,9.0
India,2020-12-02,-27.0,11.0,-21.0,-16.0,-22.0,9.0
India,2020-12-03,-28.0,8.0,-21.0,-19.0,-23.0,11.0
India,2020-12-04,-28.0,12.0,-21.0,-18.0,-22.0,11.0
India,2020-12-05,-29.0,9.0,-22.0,-16.0,-12.0,8.0
India,2020-12-06,-30.0,5.0,-16.0,-12.0,-6.0,6.0
India,2020-12-07,-26.0,10.0,-16.0,-16.0,-25.0,8.0
India,2020-12-08,-34.0,-3.0,-22.0,-25.0,-29.0,12.0
India,2020-12-09,-25.0,12.0,-17.0,-9.0,-22.0,8.0
India,2020-12-10,-26.0,10.0,-15.0,-8.0,-23.0,10.0
India,2020-12-11,-28.0,12.0,-17.0,-9.0,-22.0,12.0
India,2020-12-12,-31.0,8.0,-20.0,-11.0,-16.0,11.0
India,2020-12-13,-31.0,4.0,-14.0,-6.0,-2.0,9.0
India,2020-12-14,-29.0,8.0,-18.0,-13.0,-21.0,12.0
India,2020-12-15,-27.0,11.0,-16.0,-9.0,-21.0,12.0
India,2020-12-16,-27.0,11.0,-20.0,-9.0,-18.0,12.0
India,2020-12-17,-28.0,9.0,-19.0,-11.0,-19.0,13.0
India,2020-12-18,-28.0,13.0,-19.0,-10.0,-18.0,13.0
India,2020-12-19,-30.0,9.0,-20.0,-9.0,-8.0,11.0
India,2020-12-20,-30.0,5.0,-13.0,-5.0,0.0,9.0
India,2020-12-21,-27.0,11.0,-16.0,-11.0,-18.0,12.0
India,2020-12-22,-27.0,9.0,-17.0,-10.0,-21.0,12.0
India,2020-12-23,-25.0,13.0,-19.0,-7.0,-16.0,12.0
India,2020-12-24,-24.0,15.0,-15.0,-5.0,-19.0,11.0
India,2020-12-25,-22.0,16.0,-8.0,-10.0,-36.0,15.0
India,2020-12-26,-31.0,5.0,-16.0,-11.0,-14.0,12.0
India,2020-12-27,-31.0,0.0,-10.0,-4.0,0.0,8.0
India,2020-12-28,-26.0,10.0,-14.0,-9.0,-19.0,12.0
India,2020-12-29,-27.0,9.0,-15.0,-9.0,-21.0,12.0
India,2020-12-30,-25.0,12.0,-17.0,-7.0,-17.0,12.0
India,2020-12-31,-18.0,21.0,-12.0,-4.0,-18.0,11.0
India,2021-01-01,-23.0,11.0,-6.0,-11.0,-29.0,14.0
India,2021-01-02,-31.0,7.0,-19.0,-10.0,-8.0,11.0
India,2021-01-03,-32.0,1.0,-13.0,-5.0,0.0,10.0
India,2021-01-04,-28.0,9.0,-17.0,-9.0,-16.0,12.0
India,2021-01-05,-29.0,7.0,-18.0,-10.0,-19.0,12.0
India,2021-01-06,-26.0,11.0,-16.0,-8.0,-14.0,12.0
India,2021-01-07,-25.0,12.0,-13.0,-9.0,-15.0,12.0
India,2021-01-08,-25.0,15.0,-13.0,-9.0,-14.0,12.0
India,2021-01-09,-27.0,11.0,-14.0,-10.0,-10.0,10.0
India,2021-01-10,-26.0,8.0,-7.0,-6.0,3.0,8.0
India,2021-01-11,-24.0,14.0,-10.0,-11.0,-16.0,11.0
India,2021-01-12,-24.0,14.0,-10.0,-10.0,-19.0,11.0
India,2021-01-13,-24.0,16.0,-15.0,-9.0,-20.0,10.0
India,2021-01-14,-33.0,-5.0,-14.0,-24.0,-41.0,13.0
India,2021-01-15,-33.0,-1.0,-17.0,-23.0,-32.0,11.0
India,2021-01-16,-33.0,-3.0,-19.0,-20.0,-19.0,8.0
India,2021-01-17,-32.0,-5.0,-14.0,-14.0,-9.0,6.0
India,2021-01-18,-28.0,4.0,-15.0,-17.0,-22.0,10.0
India,2021-01-19,-28.0,3.0,-15.0,-18.0,-23.0,10.0
India,2021-01-20,-27.0,6.0,-17.0,-16.0,-20.0,11.0
India,2021-01-21,-27.0,5.0,-15.0,-16.0,-19.0,11.0
India,2021-01-22,-27.0,8.0,-15.0,-15.0,-18.0,11.0
India,2021-01-23,-29.0,4.0,-15.0,-14.0,-12.0,9.0
India,2021-01-24,-29.0,1.0,-8.0,-10.0,-2.0,7.0
India,2021-01-25,-24.0,9.0,-8.0,-14.0,-21.0,10.0
India,2021-01-26,-25.0,3.0,-1.0,-21.0,-50.0,16.0
India,2021-01-27,-27.0,8.0,-14.0,-12.0,-17.0,10.0
India,2021-01-28,-27.0,6.0,-13.0,-14.0,-19.0,11.0
India,2021-01-29,-27.0,13.0,-16.0,-13.0,-16.0,10.0
India,2021-01-30,-28.0,12.0,-17.0,-10.0,-7.0,7.0
India,2021-01-31,-28.0,10.0,-12.0,-6.0,-2.0,5.0
India,2021-02-01,-25.0,15.0,-14.0,-11.0,-19.0,8.0
India,2021-02-02,-24.0,16.0,-14.0,-10.0,-20.0,8.0
India,2021-02-03,-25.0,15.0,-19.0,-10.0,-17.0,8.0
India,2021-02-04,-26.0,11.0,-19.0,-13.0,-19.0,8.0
India,2021-02-05,-25.0,18.0,-18.0,-11.0,-17.0,8.0
India,2021-02-06,-26.0,14.0,-19.0,-9.0,-8.0,6.0
India,2021-02-07,-25.0,9.0,-11.0,-5.0,-6.0,5.0
India,2021-02-08,-24.0,16.0,-16.0,-10.0,-19.0,7.0
India,2021-02-09,-23.0,17.0,-15.0,-9.0,-20.0,7.0
India,2021-02-10,-22.0,19.0,-18.0,-7.0,-16.0,7.0
India,2021-02-11,-23.0,16.0,-15.0,-9.0,-17.0,8.0
India,2021-02-12,-21.0,20.0,-15.0,-7.0,-16.0,8.0
India,2021-02-13,-22.0,16.0,-12.0,-6.0,-14.0,6.0
India,2021-02-14,-18.0,14.0,-4.0,0.0,-6.0,4.0
India,2021-02-15,-20.0,18.0,-9.0,-6.0,-20.0,7.0
India,2021-02-16,-21.0,14.0,-7.0,-6.0,-25.0,7.0
India,2021-02-17,-22.0,17.0,-14.0,-5.0,-17.0,7.0
India,2021-02-18,-22.0,16.0,-14.0,-6.0,-17.0,8.0
India,2021-02-19,-22.0,19.0,-14.0,-6.0,-17.0,8.0
India,2021-02-20,-22.0,16.0,-12.0,-4.0,-6.0,6.0
India,2021-02-21,-23.0,12.0,-7.0,-2.0,-6.0,5.0
India,2021-02-22,-22.0,16.0,-11.0,-7.0,-17.0,7.0
India,2021-02-23,-22.0,16.0,-11.0,-7.0,-18.0,8.0
India,2021-02-24,-21.0,18.0,-14.0,-5.0,-14.0,8.0
India,2021-02-25,-22.0,17.0,-13.0,-6.0,-16.0,8.0
India,2021-02-26,-22.0,19.0,-14.0,-6.0,-16.0,8.0
India,2021-02-27,-23.0,16.0,-12.0,-6.0,-11.0,7.0
India,2021-02-28,-23.0,13.0,-7.0,-3.0,-2.0,5.0
India,2021-03-01,-21.0,20.0,-10.0,-7.0,-15.0,7.0
India,2021-03-02,-22.0,18.0,-11.0,-7.0,-17.0,8.0
India,2021-03-03,-20.0,22.0,-13.0,-4.0,-13.0,8.0
India,2021-03-04,-21.0,20.0,-12.0,-6.0,-14.0,8.0
India,2021-03-05,-20.0,23.0,-13.0,-5.0,-14.0,8.0
India,2021-03-06,-21.0,20.0,-12.0,-4.0,-4.0,6.0
India,2021-03-07,-21.0,16.0,-6.0,-3.0,-3.0,6.0
India,2021-03-08,-19.0,21.0,-9.0,-6.0,-15.0,8.0
India,2021-03-09,-20.0,20.0,-10.0,-6.0,-16.0,8.0
India,2021-03-10,-19.0,25.0,-11.0,-2.0,-13.0,7.0
India,2021-03-11,-22.0,18.0,-6.0,-10.0,-31.0,11.0
India,2021-03-12,-21.0,21.0,-13.0,-5.0,-15.0,8.0
India,2021-03-13,-22.0,18.0,-11.0,-6.0,-11.0,8.0
India,2021-03-14,-22.0,15.0,-7.0,-2.0,-3.0,6.0
India,2021-03-15,-20.0,20.0,-8.0,-5.0,-16.0,8.0
India,2021-03-16,-22.0,17.0,-11.0,-7.0,-17.0,8.0
India,2021-03-17,-21.0,21.0,-14.0,-5.0,-11.0,8.0
India,2021-03-18,-22.0,19.0,-12.0,-6.0,-13.0,9.0
India,2021-03-19,-21.0,24.0,-13.0,-5.0,-11.0,9.0
India,2021-03-20,-22.0,19.0,-12.0,-4.0,-2.0,7.0
India,2021-03-21,-24.0,14.0,-9.0,-4.0,-2.0,7.0
India,2021-03-22,-21.0,21.0,-10.0,-7.0,-13.0,9.0
India,2021-03-23,-21.0,19.0,-11.0,-7.0,-15.0,9.0
India,2021-03-24,-19.0,23.0,-13.0,-4.0,-12.0,9.0
India,2021-03-25,-19.0,23.0,-12.0,-4.0,-13.0,9.0
India,2021-03-26,-21.0,25.0,-13.0,-5.0,-14.0,10.0
India,2021-03-27,-21.0,25.0,-12.0,-2.0,-8.0,7.0
India,2021-03-28,-30.0,10.0,-15.0,-11.0,-7.0,9.0
India,2021-03-29,-41.0,-15.0,-22.0,-34.0,-57.0,21.0
India,2021-03-30,-26.0,13.0,-15.0,-12.0,-25.0,10.0
India,2021-03-31,-22.0,20.0,-15.0,-7.0,-16.0,9.0
India,2021-04-01,-22.0,20.0,-13.0,-8.0,-18.0,10.0
India,2021-04-02,-22.0,25.0,-13.0,-11.0,-30.0,13.0
India,2021-04-03,-24.0,21.0,-13.0,-7.0,-7.0,8.0
India,2021-04-04,-28.0,12.0,-13.0,-8.0,-5.0,8.0
India,2021-04-05,-22.0,23.0,-11.0,-9.0,-19.0,10.0
India,2021-04-06,-28.0,17.0,-13.0,-12.0,-26.0,11.0
India,2021-04-07,-25.0,21.0,-17.0,-9.0,-18.0,11.0
India,2021-04-08,-26.0,20.0,-16.0,-11.0,-19.0,12.0
India,2021-04-09,-24.0,25.0,-17.0,-10.0,-18.0,12.0
India,2021-04-10,-35.0,6.0,-24.0,-22.0,-22.0,14.0
India,2021-04-11,-36.0,3.0,-23.0,-20.0,-11.0,12.0
India,2021-04-12,-25.0,27.0,-15.0,-13.0,-22.0,12.0
India,2021-04-13,-30.0,17.0,-19.0,-18.0,-36.0,16.0
India,2021-04-14,-34.0,13.0,-23.0,-20.0,-39.0,17.0
India,2021-04-15,-35.0,8.0,-25.0,-22.0,-28.0,15.0
India,2021-04-16,-36.0,12.0,-27.0,-21.0,-26.0,16.0
India,2021-04-17,-45.0,-4.0,-34.0,-31.0,-25.0,18.0
India,2021-04-18,-52.0,-18.0,-37.0,-34.0,-25.0,17.0
India,2021-04-19,-37.0,12.0,-26.0,-24.0,-30.0,17.0
India,2021-04-20,-42.0,3.0,-31.0,-29.0,-36.0,19.0
India,2021-04-21,-44.0,-1.0,-35.0,-31.0,-41.0,21.0
India,2021-04-22,-45.0,-2.0,-34.0,-32.0,-36.0,19.0
India,2021-04-23,-46.0,2.0,-35.0,-32.0,-37.0,20.0
India,2021-04-24,-59.0,-22.0,-44.0,-43.0,-42.0,23.0
India,2021-04-25,-67.0,-36.0,-47.0,-50.0,-37.0,22.0
India,2021-04-26,-46.0,1.0,-33.0,-35.0,-40.0,20.0
India,2021-04-27,-49.0,-4.0,-35.0,-35.0,-42.0,21.0
India,2021-04-28,-52.0,-9.0,-39.0,-38.0,-42.0,22.0
India,2021-04-29,-53.0,-12.0,-39.0,-40.0,-44.0,23.0
India,2021-04-30,-51.0,-3.0,-38.0,-37.0,-43.0,22.0
India,2021-05-01,-64.0,-28.0,-48.0,-49.0,-53.0,26.0
India,2021-05-02,-69.0,-39.0,-50.0,-54.0,-40.0,22.0
India,2021-05-03,-55.0,-14.0,-40.0,-43.0,-47.0,23.0
India,2021-05-04,-57.0,-15.0,-40.0,-43.0,-49.0,24.0
India,2021-05-05,-59.0,-20.0,-44.0,-44.0,-48.0,24.0
India,2021-05-06,-61.0,-23.0,-44.0,-47.0,-49.0,25.0
India,2021-05-07,-61.0,-17.0,-43.0,-46.0,-48.0,25.0
India,2021-05-08,-64.0,-26.0,-47.0,-49.0,-46.0,25.0
India,2021-05-09,-64.0,-30.0,-47.0,-47.0,-33.0,20.0
India,2021-05-10,-64.0,-26.0,-44.0,-53.0,-52.0,27.0
India,2021-05-11,-63.0,-24.0,-44.0,-51.0,-53.0,26.0
India,2021-05-12,-64.0,-24.0,-45.0,-50.0,-52.0,26.0
India,2021-05-13,-63.0,-23.0,-43.0,-50.0,-54.0,26.0
India,2021-05-14,-65.0,-25.0,-44.0,-52.0,-60.0,28.0
India,2021-05-15,-68.0,-31.0,-47.0,-53.0,-49.0,25.0
India,2021-05-16,-70.0,-40.0,-49.0,-55.0,-38.0,22.0
India,2021-05-17,-65.0,-29.0,-43.0,-54.0,-52.0,26.0
India,2021-05-18,-65.0,-30.0,-44.0,-54.0,-55.0,26.0
India,2021-05-19,-64.0,-29.0,-46.0,-52.0,-51.0,26.0
India,2021-05-20,-64.0,-28.0,-43.0,-53.0,-51.0,26.0
India,2021-05-21,-62.0,-21.0,-42.0,-50.0,-49.0,26.0
India,2021-05-22,-65.0,-28.0,-46.0,-51.0,-45.0,25.0
India,2021-05-23,-63.0,-26.0,-44.0,-44.0,-30.0,19.0
India,2021-05-24,-61.0,-24.0,-39.0,-50.0,-48.0,25.0
India,2021-05-25,-61.0,-26.0,-40.0,-50.0,-50.0,25.0
India,2021-05-26,-62.0,-28.0,-42.0,-51.0,-52.0,26.0
India,2021-05-27,-61.0,-25.0,-40.0,-50.0,-48.0,25.0
India,2021-05-28,-59.0,-18.0,-36.0,-48.0,-45.0,24.0
India,2021-05-29,-62.0,-24.0,-39.0,-48.0,-39.0,22.0
India,2021-05-30,-62.0,-28.0,-38.0,-46.0,-28.0,19.0
India,2021-05-31,-54.0,-15.0,-31.0,-45.0,-42.0,22.0
India,2021-06-01,-51.0,-10.0,-30.0,-41.0,-43.0,21.0
India,2021-06-02,-49.0,-5.0,-30.0,-38.0,-39.0,21.0
India,2021-06-03,-50.0,-8.0,-29.0,-40.0,-40.0,21.0
India,2021-06-04,-49.0,-3.0,-29.0,-39.0,-38.0,21.0
India,2021-06-05,-56.0,-16.0,-34.0,-41.0,-33.0,20.0
India,2021-06-06,-58.0,-22.0,-34.0,-40.0,-25.0,17.0
India,2021-06-07,-44.0,1.0,-25.0,-35.0,-35.0,19.0
India,2021-06-08,-43.0,2.0,-24.0,-33.0,-36.0,18.0
India,2021-06-09,-42.0,5.0,-25.0,-32.0,-34.0,18.0
India,2021-06-10,-42.0,2.0,-24.0,-33.0,-34.0,19.0
India,2021-06-11,-39.0,11.0,-24.0,-30.0,-32.0,18.0
India,2021-06-12,-48.0,-6.0,-30.0,-35.0,-32.0,18.0
India,2021-06-13,-51.0,-14.0,-29.0,-33.0,-22.0,14.0
India,2021-06-14,-36.0,10.0,-20.0,-28.0,-32.0,16.0
India,2021-06-15,-37.0,7.0,-20.0,-28.0,-33.0,16.0
India,2021-06-16,-36.0,10.0,-22.0,-26.0,-31.0,15.0
India,2021-06-17,-37.0,6.0,-22.0,-28.0,-31.0,16.0
India,2021-06-18,-35.0,14.0,-21.0,-26.0,-29.0,15.0
India,2021-06-19,-44.0,-2.0,-27.0,-30.0,-25.0,14.0
India,2021-06-20,-47.0,-11.0,-26.0,-29.0,-21.0,12.0
India,2021-06-21,-31.0,15.0,-16.0,-23.0,-31.0,13.0
India,2021-06-22,-32.0,13.0,-17.0,-23.0,-32.0,13.0
India,2021-06-23,-30.0,16.0,-18.0,-20.0,-28.0,13.0
India,2021-06-24,-31.0,13.0,-17.0,-22.0,-30.0,14.0
India,2021-06-25,-29.0,20.0,-17.0,-20.0,-27.0,13.0
India,2021-06-26,-38.0,5.0,-22.0,-24.0,-25.0,13.0
India,2021-06-27,-43.0,-6.0,-21.0,-24.0,-16.0,11.0
India,2021-06-28,-26.0,19.0,-13.0,-19.0,-27.0,12.0
India,2021-06-29,-29.0,14.0,-16.0,-20.0,-29.0,12.0
India,2021-06-30,-28.0,16.0,-18.0,-18.0,-26.0,11.0
India,2021-07-01,-26.0,18.0,-14.0,-17.0,-27.0,12.0
India,2021-07-02,-25.0,26.0,-14.0,-15.0,-24.0,13.0
India,2021-07-03,-33.0,13.0,-18.0,-17.0,-19.0,12.0
India,2021-07-04,-37.0,3.0,-16.0,-17.0,-15.0,10.0
India,2021-07-05,-20.0,28.0,-9.0,-12.0,-24.0,11.0
India,2021-07-06,-22.0,23.0,-10.0,-13.0,-25.0,12.0
India,2021-07-07,-22.0,24.0,-13.0,-11.0,-23.0,11.0
India,2021-07-08,-23.0,23.0,-12.0,-14.0,-23.0,12.0
India,2021-07-09,-21.0,31.0,-11.0,-11.0,-22.0,12.0
India,2021-07-10,-29.0,16.0,-16.0,-13.0,-21.0,12.0
India,2021-07-11,-33.0,7.0,-14.0,-12.0,-12.0,10.0
India,2021-07-12,-21.0,26.0,-9.0,-11.0,-25.0,11.0
India,2021-07-13,-23.0,22.0,-11.0,-12.0,-26.0,12.0
India,2021-07-14,-21.0,25.0,-13.0,-10.0,-22.0,11.0
India,2021-07-15,-20.0,25.0,-10.0,-11.0,-22.0,11.0
India,2021-07-16,-20.0,30.0,-11.0,-10.0,-21.0,12.0
India,2021-07-17,-29.0,16.0,-16.0,-12.0,-14.0,10.0
India,2021-07-18,-32.0,7.0,-15.0,-12.0,-10.0,10.0
India,2021-07-19,-22.0,23.0,-13.0,-13.0,-24.0,13.0
India,2021-07-20,-21.0,26.0,-11.0,-10.0,-24.0,12.0
India,2021-07-21,-26.0,16.0,-14.0,-19.0,-37.0,16.0
India,2021-07-22,-24.0,19.0,-13.0,-15.0,-23.0,12.0
India,2021-07-23,-22.0,27.0,-12.0,-11.0,-20.0,12.0
India,2021-07-24,-29.0,15.0,-15.0,-13.0,-17.0,11.0
India,2021-07-25,-32.0,6.0,-14.0,-12.0,-9.0,10.0
India,2021-07-26,-20.0,26.0,-9.0,-11.0,-19.0,11.0
India,2021-07-27,-22.0,21.0,-11.0,-12.0,-21.0,12.0
India,2021-07-28,-22.0,21.0,-16.0,-11.0,-18.0,12.0
India,2021-07-29,-22.0,21.0,-14.0,-13.0,-18.0,12.0
India,2021-07-30,-20.0,28.0,-13.0,-11.0,-16.0,12.0
India,2021-07-31,-25.0,20.0,-15.0,-9.0,-9.0,10.0
India,2021-08-01,-26.0,15.0,-10.0,-7.0,-7.0,9.0
India,2021-08-02,-18.0,30.0,-8.0,-9.0,-18.0,11.0
India,2021-08-03,-17.0,30.0,-7.0,-8.0,-20.0,11.0
India,2021-08-04,-17.0,31.0,-11.0,-6.0,-16.0,11.0
India,2021-08-05,-16.0,31.0,-8.0,-7.0,-16.0,11.0
India,2021-08-06,-15.0,36.0,-9.0,-5.0,-15.0,11.0
India,2021-08-07,-21.0,26.0,-12.0,-5.0,-7.0,9.0
India,2021-08-08,-26.0,14.0,-11.0,-7.0,-6.0,10.0
India,2021-08-09,-14.0,34.0,-5.0,-6.0,-16.0,10.0
India,2021-08-10,-13.0,35.0,-5.0,-4.0,-17.0,10.0
India,2021-08-11,-12.0,36.0,-7.0,-2.0,-14.0,9.0
India,2021-08-12,-14.0,33.0,-7.0,-5.0,-15.0,10.0
India,2021-08-13,-14.0,37.0,-7.0,-4.0,-14.0,10.0
India,2021-08-14,-17.0,31.0,-10.0,-3.0,-11.0,9.0
India,2021-08-15,-23.0,16.0,-5.0,-5.0,-4.0,9.0
India,2021-08-16,-14.0,34.0,-4.0,-6.0,-18.0,10.0
India,2021-08-17,-14.0,31.0,-6.0,-5.0,-17.0,10.0
India,2021-08-18,-14.0,34.0,-9.0,-3.0,-12.0,10.0
India,2021-08-19,-12.0,37.0,-6.0,-3.0,-16.0,10.0
India,2021-08-20,-13.0,37.0,-6.0,-5.0,-25.0,12.0
India,2021-08-21,-15.0,36.0,-8.0,2.0,-9.0,8.0
India,2021-08-22,-21.0,18.0,-2.0,4.0,-17.0,5.0
India,2021-08-23,-16.0,27.0,-4.0,-4.0,-20.0,9.0
India,2021-08-24,-13.0,31.0,-3.0,-1.0,-17.0,9.0
India,2021-08-25,-13.0,33.0,-6.0,-1.0,-13.0,9.0
India,2021-08-26,-14.0,29.0,-6.0,-4.0,-14.0,10.0
India,2021-08-27,-14.0,35.0,-7.0,-3.0,-12.0,10.0
India,2021-08-28,-18.0,28.0,-9.0,-3.0,-6.0,9.0
